City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
196,vaasa,63.096,21.6158,57.94,100,100,5.01,FI,1690424295
197,sola,-13.8833,167.55,76.44,82,100,27.72,VU,1690424295
198,santo antonio,-6.3106,-35.4789,69.89,95,8,8.32,BR,1690424296
199,arraial do cabo,-22.9661,-42.0278,69.8,88,25,20.94,BR,1690424296
200,pajok,3.8651,32.4821,65.88,99,87,2.08,SS,1690424296
201,fianarantsoa,-21.4333,47.0833,43.97,93,58,4.32,MG,1690424296
202,xichang,27.8964,102.2634,71.47,84,99,1.79,CN,1690424296
203,acapulco de juarez,16.8634,-99.8901,85.82,70,75,6.91,MX,1690424115
204,pechora,65.1472,57.2244,62.69,79,97,2.93,RU,1690424297
205,hadibu,12.65,54.0333,76.98,79,55,25.17,YE,1690424047
206,coquimbo,-29.9533,-71.3436,55.13,87,0,4.61,CL,1690424297
207,argo,37.6333,22.7333,80.78,56,0,4.81,GR,1690424297
208,tommot,58.9564,126.2925,78.44,60,5,6.13,RU,1690424297
209,fonte boa,-2.4959,-66.2662,78.69,75,76,1.1,BR,1690424297
210,chandler,33.3062,-111.8412,112.6,17,0,3.0,US,1690424258
211,tralee,52.2704,-9.7026,60.22,99,100,6.87,IE,1690424298
212,klyuchi,52.2667,79.1667,72.63,41,100,7.0,RU,1690424033
213,uturoa,-16.7333,-151.4333,78.37,83,47,8.34,PF,1690424298
214,koratla,18.8167,78.7167,75.52,95,99,14.7,IN,1690424298
215,port lavaca,28.615,-96.6261,86.05,81,0,9.22,US,1690424298
216,susuman,62.7833,148.1667,49.5,82,100,6.35,RU,1690424299
217,gizo,-8.103,156.8419,80.98,85,100,17.05,SB,1690424299
218,masjed soleyman,31.9364,49.3039,93.18,12,0,4.9,IR,1690424299
219,berdigestyakh,62.0989,126.6992,71.64,46,100,3.4,RU,1690424299
220,nsanje,-16.92,35.262,60.98,94,15,1.54,MW,1690424299
221,colonia,50.9333,6.95,63.88,67,0,9.22,DE,1690424145
222,rodino,52.5,80.25,76.68,36,100,8.08,RU,1690424299
223,carnarvon,-24.8667,113.6333,63.3,51,30,15.9,AU,1690424300
224,tatarsk,55.219,75.9828,68.05,68,100,4.29,RU,1690424300
225,bandundu,-3.3167,17.3667,74.46,62,31,4.12,CD,1690424300
